1,1
0.9,1.15
0.8,1.36
0.7,1.65
0.6,2.06
0.519,2.505
0.6,2.17
0.7,1.85
0.8,1.62
0.9,1.44
1,1.3
1.1,1.18
1.2,1.08
1.3,1
1.43,0.909
1.7,0.71
2,0.57
2.2,0.50
2.4,0.44
2.6,0.39
2.76,0.36
2.5,0.4
2.3,0.43
2.1,0.46
1.9,0.53
1.6,0.62
1.4,0.71
1.2,0.83
